FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
12002_11659.fits,SPEX-PRISM,2014ApJ...787..126L,20130825,56529.916,WISE J232219.45-140726.2,J23221945-1407262,350.58105,-14.123889,11659,09 59 4.5971268,,,,75,1.301,v3.4,OK,34,M8.0,INT-G,,,L1 pec (blue),2014ApJ...787..126L,L1 pec (blue),2014ApJ...787..126L,VLM,15.99,0.07,15.99,0.07,15.99,0.07,-0.17,,,,,,INT-G,SPL,,,,,,,,,IR,2MASS J23221914-1407238,,,,,,,,,,,,,,,,,,,,,,,,
12003_11714.fits,SPEX-PRISM,2014ApJ...787..126L,20131226,56652.775,WISE J235408.36+551854.5,J23540836+5518545,358.53485,55.314999,11714,06 35 43.485448,,,,75,1.463,v3.4,OK,81,M7.0,VL-G,,,M8 pec (blue),2014ApJ...787..126L,M8 pec (blue),2014ApJ...787..126L,VLM,13.39,0.03,12.81,0.02,12.42,0.02,-0.07,,,,,,VL-G,SPL,,,,,,,,,PM*,WISE J235408.36+551854.5,,,,,,,,,,,1321.71,14.14,1089,-749,2014ApJ...781....4L,,,,,,,,,
12004_10444.fits,SPEX-PRISM,2010ApJS..190..100K,20071110,54415.076,Gliese 213,J05420897+1229252,85.537369,12.490334,10444,13 49 53.6927,,,Looper,120,2.055,v3.3,OK,523,M4.0,,M4,1991ApJS...77..417K,,,M4,1991ApJS...77..417K,VLM,7.124,0.021,6.627,0.018,6.389,0.016,,,,,,,,,,,,,,,,,BYDra,Ross  47,M4V,1991ApJS...77..417K,,171.55,3.99,2007A&A...474..653V,,,5.829,0.136,2542.81,3.41,2000.53,-1569.63,2007A&A...474..653V,70.25879894,1.636834556,105.83,0.18,2011AAS...21743412C,,,,
12005_11442.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.813,2MASS J19445221-0831036,J19445221-0831036,296.21756,-8.5176668,11442,07 30 24.617183,,,Burgasser,120,1.195,v3.4,OK,57,M6.0,,,,M6,2004AJ....127.2856B,M6,2004AJ....127.2856B,VLM,15.81,0.06,15.31,0.08,15.39,0.18,0.11,,,,,,,,,,,,,,,,brownD*,2MASS J19445221-0831036,M6V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12006_11488.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.838,2MASS J20494090+1140068,J20494090+1140068,312.42041,11.668556,11488,08 06 37.297245,,,Burgasser,120,1.026,v3.4,OK,37,M7.0,FLD-G,,,M7.5,2004AJ....127.2856B,M7.5,2004AJ....127.2856B,VLM,16.26,0.1,15.64,0.15,14.96,0.13,-0.01,,,,,,,,,,,,,,,,brownD*,2MASS J20494090+1140068,M7.5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12007_11506.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.857,2MASS J21100889+2132483,J21100889+2132483,317.53705,21.546749,11506,08 33 45.194250,,,Burgasser,120,1.021,v3.4,OK,52,M8.0,FLD-G,,,M8,2004AJ....127.2856B,M8,2004AJ....127.2856B,VLM,15.94,0.08,15.28,0.08,15.29,0.23,-0.01,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J21100889+2132483,M8V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12008_11599.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.878,2MASS J22270083-1231482,J22270083-1231482,336.75348,-12.530055,11599,09 03 46.980094,,,Burgasser,120,1.184,v3.4,OK,47,M6.0,,,,M5.5,2004AJ....127.2856B,M5.5,2004AJ....127.2856B,VLM,15.68,0.06,15.19,0.08,15.32,0.17,-0.1,,,,,,,,,,,,,,,,brownD*,2MASS J22270083-1231482,M5.5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12009_11623.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.896,2MASS J22453832-0722060,J22453832-0722060,341.40967,-7.3683333,11623,09 30 4.0275225,,,Burgasser,120,1.125,v3.4,OK,26,M5.0,,,,M7pec,2004AJ....127.2856B,M7pec,2004AJ....127.2856B,VLM,16.11,0.09,15.56,0.11,15.38,0.17,-0.07,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J22453832-0722060,M7pec,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12010_11626.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.91,2MASS J22465014-0643357,J22465014-0643357,341.70892,-6.7265835,11626,09 50 2.9830555,,,Burgasser,120,1.127,v3.4,OK,72,M6.0,,,,M5,2004AJ....127.2856B,M5,2004AJ....127.2856B,VLM,15.5,0.06,14.97,0.09,14.68,0.1,-0.03,,,,,,,,,,,,,,,,brownD*,2MASS J22465014-0643357,M5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12011_11666.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52899.997,2MASS J23270985+2341364,J23270985+2341364,351.79108,23.693443,11666,11 56 23.193952,,,Burgasser,120,1.12,v3.4,OK,23,M7.0,INT-G,,,M7.5e,2004AJ....127.2856B,M7.5e,2004AJ....127.2856B,VLM,15.99,0.1,15.75,0.17,15.4,0.2,-0.13,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J23270985+2341364,M7.5Ve:,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12012_11691.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52900.017,2MASS J23363834+4523306,J23363834+4523306,354.15976,45.391834,11691,12 24 20.526235,,,Burgasser,120,1.26,v3.4,OK,24,M8.0,INT-G,,,M8,2004AJ....127.2856B,M8,2004AJ....127.2856B,VLM,15.99,0.1,15.38,0.11,15.64,0.19,0,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J23363834+4523306,M8V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12013_11705.fits,SPEX-PRISM,2004AJ....127.2856B,20030917,52900.032,2MASS J23480816+4052343,J23480816+4052343,357.03397,40.876194,11705,12 45 39.752796,,,Burgasser,120,1.251,v3.4,OK,24,M7.0,INT-G,,,M7.5,2004AJ....127.2856B,M7.5,2004AJ....127.2856B,VLM,16.11,0.09,15.65,0.13,15.11,0.15,0,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J23480816+4052343,M7.5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
12014_11035.fits,SPEX-PRISM,2011ApJ...732...56G,20080325,,2MASS J14140586+0107102,J14140586+0107102,213.52443,1.1195,11035,13 15 2.4405026,,,Marion,120,,,OK,,L2.0,INT-G,,,L4,2011ApJ...732...56G,L4,2011ApJ...732...56G,VLM,16.7,,,,,,-0.17,,,,,,INT-G,SPL,,,,,,,,,Candidate_brownD*,2MASS J14140586+0107102,L:,2008ApJ...676.1281M,,,,,,,,,,,,,,,,,,,,,,
12016_11724.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J05264316-1824315,J052643164-1824315,81.67983333,-18.40875556,11724,05 04 23.891200,,,Bardalez Gagliuffi,150,1.308,v4.1,OK,236,M8.0,INT-G,,,M8.0,SPL,M8.0,SPL,VLM,12.358,0.022,11.836,0.023,11.448,0.023,-0.14,,,,,,INT-G,SPL,,,,,,,,,Star,2MASS J05264316-1824315,,,,,,,19.51,3.86,19.507,3.863,38.8094,6.5,29.6,-25.1,2015ApJ...798...73G,3.588502087,,,,,,,,
12017_11749.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,J0614+4536 BGND,J061452802+4536557,93.72,45.61547222,11749,05 46 20.528946,,,Bardalez Gagliuffi,150,1.136,v4.1,OK,324,,,,,,,,,STAR,13.022,0.023,12.266,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12018_11726.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J06575576+4029420,J065755767+4029420,104.4823333,40.49501111,11726,06 13 13.402648,,,Bardalez Gagliuffi,150,1.111,v4.1,OK,225,M8.0,FLD-G,,,M8.0,SPL,M8,2009AJ....137....1F,VLM,13.295,0.023,12.651,0.026,12.254,0.022,0,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J06575576+4029420,M8,2009AJ....137....1F,,,,,28.87,4.98,28.873,4.979,276.0018,0,1,-276,2005AJ....129.1483L,37.77269934,,,,,,,,
12019_11727.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J07062855+3858247,J07062855+3858247,106.6189583,38.97335278,11727,06 30 51.476235,,,Bardalez Gagliuffi,150,1.091,v4.1,OK,272,M7.0,FLD-G,,,M7.0,SPL,M7,,VLM,12.859,0.022,12.25,0.018,11.897,0.021,-0.03,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J07062855+3858247,M7,,,,,,28.15,5.24,28.148,5.239,,,,,,,,,,,,,,
12020_11728.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J07140394+3702459,J071403945+3702459,108.5164167,37.04610833,11728,07 00 13.948880,,,Bardalez Gagliuffi,150,1.061,v4.1,OK,421,M8.0,FLD-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,11.976,0.023,11.252,0.03,10.838,0.019,0.088,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J07140394+3702459,M8,2007AJ....133.2258S,,,,,15.96,2.98,15.958,2.978,199.6246,26,-103,-171,2007AJ....133.2258S,15.09953824,,40.03,0.11,2013AJ....146..156D,12.8,0.5,2013AJ....146..156D,
12021_11729.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J08040580+6153336,J080405800+6153336,121.0241667,61.89266944,11729,08 18 7.3334800,,,Bardalez Gagliuffi,150,1.346,v4.1,OK,323,L0.0,FLD-G,,,L0.0,SPL,M9,2007AJ....133.2258S,VLM,12.74,0.021,11.929,0.019,11.454,0.023,0.176,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J08040580+6153336,M9,2007AJ....133.2258S,,,,,19.75,3.47,19.753,3.474,639.585,40,-45,-638,2007AJ....133.2258S,59.8837128,,,,,,,,
12022_11730.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J08072607+3213101,J080726076+3213101,121.858625,32.21948889,11730,07 17 1.0709950,,,Bardalez Gagliuffi,150,1.074,v4.1,OK,371,M8.0,FLD-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,12.168,0.024,11.455,0.03,11.051,0.025,0.067,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J08072607+3213101,M8,2007AJ....133.2258S,,,,,17.61,3.25,17.607,3.248,489.802,64,-391,-295,2007AJ....133.2258S,40.87783386,,,,,,,,
12023_11731.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASSI J0818580+233352,J081858047+2333522,124.7418333,23.56450278,11731,07 52 46.625410,,,Bardalez Gagliuffi,150,1.027,v4.1,OK,326,M8.0,FLD-G,,,M8.0,SPL,M7,2007AJ....133.2258S,VLM,12.175,0.021,11.552,0.023,11.149,0.018,0.026,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASSI J0818580+233352,M7,2007AJ....133.2258S,,,,,21.48,4.05,21.483,4.047,409.6852,121,-309,-269,2007AJ....133.2258S,41.71828899,,33.1,3,2009ApJ...705.1416R,,,,
12024_11732.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J08294908-0012241,J082949085-0012241,127.4545,-0.206711111,11732,08 48 2.0068270,,,Bardalez Gagliuffi,150,1.066,v4.1,OK,175,M8.0,FLD-G,,,M8.0,SPL,M7,2009AJ....137....1F,VLM,13.488,0.026,12.83,0.026,12.465,0.031,0.023,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J08294908-0012241,M7,2009AJ....137....1F,,,,,39.17,7.45,39.171,7.45,265.9999,14.2353,-206.135,168.12,2009MNRAS.394..857D,49.38806833,,,,,,,,
12025_11733.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,NLTT 20258,J08481674+3309089,132.06975,33.15224722,11733,07 37 42.960510,,,Bardalez Gagliuffi,150,1.109,v4.1,OK,317,M6.0,,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.324,0.023,11.755,0.03,11.416,0.021,-0.09,,,,,,,,,,,,,,,,low-mass*,NLTT 20258,M7V,2011AJ....141...97W,,,,,22.69,4.49,22.691,4.494,249.1906,0,-236,-80,2005AJ....129.1483L,26.8014405,,6,0,2011AJ....141...97W,,,,
12026_11734.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J08500174-1924184,J085001745-1924184,132.50725,-19.40511389,11734,09 13 8.4786560,,,Bardalez Gagliuffi,150,1.291,v4.1,OK,245,M8.0,INT-G,,,M8.0,SPL,M8,2009AJ....137....1F,VLM,12.765,0.024,12.127,0.025,11.633,0.021,0.082,,,,,,INT-G,SPL,,,,,,,,,Star,2MASS J08500174-1924184,M8,2009AJ....137....1F,,,,,22.28,3.68,22.28,3.681,152.1085,17,-144,49,2007ApJ...667..520C,16.06385696,,,,,,,,
12027_11735.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J09130443-0733042,J091304432-0733042,138.2684583,-7.551188889,11735,09 39 29.637646,,,Bardalez Gagliuffi,150,1.126,v4.1,OK,230,M8.0,FLD-G,,,M8.0,SPL,M9,2009AJ....137....1F,VLM,13.398,0.023,12.629,0.024,12.143,0.027,0.145,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J09130443-0733042,M9,2009AJ....137....1F,,,,,26.26,4.73,26.256,4.726,206.1552,50,-50,-200,2009AJ....137....1F,25.65686944,,,,,,,,
12028_11736.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J09472006-0020093,J094720070-0020093,146.833625,-0.335938889,11736,10 17 1.8065490,,,Bardalez Gagliuffi,150,1.066,v4.1,OK,339,M6.0,,,,M6.0,SPL,M7.0V,,VLM,12.255,0.022,11.63,0.024,11.349,0.023,-0.09,,,,,,,,,,,,,,,,low-mass*,2MASS J09472006-0020093,M7.0V,,,,,,22.61,3.78,22.608,3.78,216.8432,0,-211,50,2015AJ....149....5W,23.2373765,,18,0,2011AJ....141...97W,,,,
12029_11737.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,LSPM J1002+6349,J10021217+6349262,150.5507083,63.82389444,11737,11 18 30.330531,,,Bardalez Gagliuffi,150,1.405,v4.1,OK,176,M7.0,FLD-G,,,M7.0,SPL,M8V,2011AJ....141...97W,VLM,12.905,0.023,12.359,0.031,11.979,0.023,-0.12,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,LSPM J1002+6349,M8V,2011AJ....141...97W,,,,,24.29,4.42,24.29,4.422,558.4639,0,-529,-179,2005AJ....129.1483L,64.29812675,,33,0,2011AJ....141...97W,,,,
12030_11738.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,LP 789-23,J100631976-1653266,151.6332083,-16.89073333,11738,10 40 30.595615,,,Bardalez Gagliuffi,150,1.249,v4.1,OK,226,M8.0,FLD-G,,,M8.0,SPL,M7.5,2007AJ....133.2258S,VLM,12.036,0.024,11.392,0.021,10.992,0.023,0.019,,,,,,FLD-G,SPL,,,,,,,,,Star,LP 789-23,M7.5,2007AJ....133.2258S,,,,,17.65,3.59,17.651,3.594,390.36,20,-341,190,2003ApJ...582.1011S,32.6600064,,27.8,3,2009ApJ...705.1416R,,,,
12031_11739.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J10110024+4245035,J101100244+4245035,152.751,42.75099167,11739,11 45 30.723786,,,Bardalez Gagliuffi,150,1.121,v4.1,OK,195,M8.0,FLD-G,,,M8.0,SPL,M8V,2011AJ....141...97W,VLM,13.363,0.025,12.723,0.024,12.316,0.021,0,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J10110024+4245035,M8V,2011AJ....141...97W,,31.9,2.9,1995AJ....110.3014T,,,31.348,2.85,206.48,0,-147,-145,2005AJ....129.1483L,30.68073073,,7,0,2011AJ....141...97W,,,,
12032_11740.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,LSPM J1050+4907,J10503222+4907423,162.63425,49.12834167,11740,12 08 21.288667,,,Bardalez Gagliuffi,150,1.165,v4.1,OK,309,M8.0,FLD-G,,,M8.0,SPL,M8V,2011AJ....141...97W,VLM,12.989,0.023,12.315,0.018,11.968,0.022,-0.02,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,LSPM J1050+4907,M8V,2011AJ....141...97W,,,,,25.79,5.07,25.788,5.067,401.5283,0,-299,-268,2005AJ....129.1483L,49.08020024,,3,0,2011AJ....141...97W,,,,
12033_11741.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,J11062316+5259490,J11062352+5259317,166.5965,52.99694444,11741,12 24 30.524284,,,Bardalez Gagliuffi,150,1.213,v4.1,OK,268,M8.0,FLD-G,,,M8.0,SPL,M8.0,SPL,VLM,13.371,0.023,12.684,0.023,12.263,0.022,0.058,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,29.92,5.78,29.918,5.778,,,,,,,,,,,,,,
12034_11742.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,LP 318-218,J11294322+3201511,172.4300833,32.03083611,11742,12 49 2.1786140,,,Bardalez Gagliuffi,150,1.045,v4.1,OK,303,M6.0,FLD-G,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,12.802,0.019,12.217,0.019,11.883,0.022,-0.08,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,LP 318-218,M7V,2011AJ....141...97W,,,,,28.25,5.37,28.247,5.365,442.6759,0,-431,101,2005AJ....129.1483L,59.2711195,,-6,0,2011AJ....141...97W,,,,
12035_11743.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J12172935+0035326,J121729351+0035326,184.3722917,0.592397222,11743,13 51 10.105658,,,Bardalez Gagliuffi,150,1.106,v4.1,OK,171,M8.0,FLD-G,,,M8.0,SPL,M9V,2011AJ....141...97W,VLM,13.085,0.023,12.45,0.024,12.046,0.024,-0.07,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J12172935+0035326,M9V,2011AJ....141...97W,,,,,22.89,4.32,22.892,4.317,64.03124,5.2,64,2,2008AJ....135..785W,6.947832985,,15,0,2011AJ....141...97W,,,,
12036_11744.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J12560215-1257217,J125602151-1257217,194.0089583,-12.95603056,11744,13 30 47.180766,,,Bardalez Gagliuffi,150,1.191,v4.1,OK,435,M7.0,FLD-G,,,M7.0,SPL,M7.0,2015ApJ...804...96G,VLM,11.018,0.023,10.473,0.023,10.044,0.021,-0.02,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J12560215-1257217,M7.0,2015ApJ...804...96G,,,,,11.87,1.92,11.873,1.923,335.3356,0,-277,-189,2015AJ....149....5W,18.87135845,,,,,,,,
12037_11745.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J14211873-1618201,J142118733-1618201,215.3280417,-16.30560833,11745,14 35 18.905000,,,Bardalez Gagliuffi,150,1.241,v4.1,OK,222,M8.0,FLD-G,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,12.755,0.023,12.082,0.022,11.67,0.027,0.06,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J14211873-1618201,M7.5,2009AJ....137....1F,,,,,24.49,4.97,24.486,4.973,240.4163,20,-230,-70,2007ApJ...667..520C,27.90414887,,,,,,,,
12038_11746.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASS J14432796+0316543,J144327968+0316543,220.8665,3.281761111,11746,15 17 29.980740,,,Bardalez Gagliuffi,150,1.044,v4.1,OK,171,M8.0,FLD-G,,,M8.0,SPL,M7,2008AJ....136.1290R,VLM,13.298,0.024,12.632,0.027,12.176,0.027,0.122,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J14432796+0316543,M7,2008AJ....136.1290R,,,,,35.46,7,35.458,6.996,214.0023,0,-214,-1,2005AJ....129.1483L,35.96770278,,,,,,,,
12039_11747.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,2MASSI J1521010+505323,J152101039+5053230,230.2542917,50.88972778,11747,15 43 56.787157,,,Bardalez Gagliuffi,150,1.166,v4.1,OK,304,M8.0,FLD-G,,,M8.0,SPL,M7.5,2007AJ....133.2258S,VLM,12.014,0.024,11.327,0.015,10.922,0.019,0.067,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASSI J1521010+505323,M7.5,2007AJ....133.2258S,,,,,17.55,3.21,17.55,3.208,220.109,76,72,-208,2007AJ....133.2258S,18.31027186,,0.9,3,2009ApJ...705.1416R,,,,
12040_11748.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437,J15290860+6313163,J15291017+6312539,232.2858333,63.22111944,11748,16 03 54.134430,,,Bardalez Gagliuffi,150,1.374,v4.1,OK,275,M8.0,INT-G,,,M8.0,SPL,M8.0,SPL,VLM,11.643,0.024,10.937,0.029,10.554,0.024,0.039,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,13.5,2.91,13.498,2.908,,,,,,,,,,,,,,
12041_11750.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.268,J05075086-0342464,J05075070-0342427,76.96191667,-3.712788889,11750,06 26 24.761245,,,Bardalez Gagliuffi,150,1.123,v4.1,OK,61,M8.0,INT-G,,,M8.0,SPL,M8.0,SPL,VLM,15.502,0.053,14.898,0.069,14.724,0.099,-0.27,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,83.66,17.46,83.669,17.469,,,,,,,,,,,,,,
12042_11751.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.386,2MASS J08272028+4502043,J08272028+4502043,126.8345,45.03445278,11751,09 16 3.0587580,,,Bardalez Gagliuffi,150,1.109,v4.1,OK,234,M8.0,FLD-G,,,M8.0,SPL,M8V,2011AJ....141...97W,VLM,13.381,0.022,12.741,0.02,12.338,0.019,0,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J08272028+4502043,M8V,2011AJ....141...97W,11,,,,29.95,5.98,29.952,5.977,383.7355,5.2,-222,-313,2008AJ....135..785W,54.48052891,,-7,0,2011AJ....141...97W,,,,
12044_11753.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.426,SDSS J091130.53+224810.7,J091130594+2248111,137.8774583,22.80309167,11753,10 13 55.894454,,,Bardalez Gagliuffi,150,1.014,v4.1,OK,340,M6.0,,,,M6.0,SPL,M7V,2011AJ....141...97W,VLM,11.745,0.02,11.12,0.022,10.765,0.019,-0.02,,,,,,,,,,Y,,,,,,Star,SDSS J091130.53+224810.7,M7V,2011AJ....141...97W,2.43,,,,17.25,3.18,17.259,3.18,,,,,,,,34,0,2011AJ....141...97W,,,,
12045_11754.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.461,J09261029+5309479,J09261233+5309390,141.542875,53.16308056,11754,11 04 39.702718,,,Bardalez Gagliuffi,150,1.239,v4.1,OK,217,M7.0,INT-G,,,M7.0,SPL,M7.0,SPL,VLM,13.51,0.027,12.921,0.028,12.514,0.026,0,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,38.83,7.8,38.834,7.799,,,,,,,,,,,,,,
12046_11755.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.431,2MASSW J0928256+423054,J09282562+4230545,142.1044167,42.515,11755,10 21 16.965380,,,Bardalez Gagliuffi,150,1.09,v4.1,OK,279,M8.0,FLD-G,,,M8.0,SPL,M8,,VLM,13.082,0.025,12.386,0.023,11.943,0.019,0.089,,,,,,FLD-G,SPL,,,,,,,,,IR,2MASSW J0928256+423054,M8,,10.3,,,,26.34,5.18,26.34,5.183,,,,,,,,,,,,,,
12047_11756.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.44,LSPM J0940+4017,J09401610+4017365,145.0670833,40.29334722,11756,10 34 52.209238,,,Bardalez Gagliuffi,150,1.074,v4.1,OK,220,M8.0,FLD-G,,,M8.0,SPL,M8V,2011AJ....141...97W,VLM,13.563,0.024,12.904,0.024,12.473,0.023,0.04,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,LSPM J0940+4017,M8V,2011AJ....141...97W,8.68,,,,33.32,6.17,33.329,6.167,405.9088,0,-251,-319,2005AJ....129.1483L,64.12466522,,-18,0,2011AJ....141...97W,,,,
12048_11757.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.449,2MASS J09411150+3940530,J09411150+3940531,145.2979167,39.68139167,11757,10 47 35.478723,,,Bardalez Gagliuffi,150,1.077,v4.1,OK,247,M9.0,,,,M9 I,SPL,M9V,2011AJ....141...97W,GIANT,13.427,0.025,12.483,0.023,12.113,0.024,0.204,,I,,,,,,,,,,,,,,low-mass*,2MASS J09411150+3940530,M9V,2011AJ....141...97W,3.11,,,,,,,,5.099019,4.7,5,1,2008AJ....135..785W,,,138,0,2011AJ....141...97W,,,,
12049_11758.fits,SPEX-PRISM,2019arXiv190604166B,20160219,57437.55,2MASS J11301367+1937346,J113013675+1937346,172.5569583,19.62629722,11758,13 12 50.809014,,,Bardalez Gagliuffi,150,1.05,v4.1,OK,181,M8.0,FLD-G,,,M8.0,SPL,M7.5,2008AJ....136.1290R,VLM,13.381,0.024,12.74,0.03,12.286,0.025,0.07,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11301367+1937346,M7.5,2008AJ....136.1290R,13.4,,,,32.72,6.13,32.722,6.134,,,,,,,,,,,,,,
12050_11759.fits,SPEX-PRISM,2019arXiv190604166B,20160220,57438.568,2MASS J11345493+0022541,J11345493+0022541,173.728875,0.38166944,11759,13 38 36.933608,,,Bardalez Gagliuffi,150,1.172,v4.1,OK,280,M8.0,FLD-G,,,M8.0,SPL,M9,2008AJ....136.1290R,VLM,12.853,0.024,12.176,0.022,11.672,0.023,0.131,,,,,,FLD-G,SPL,,,,,,,,,PM*,2MASS J11345493+0022541,M9,2008AJ....136.1290R,3.58,,,,24.49,4.26,24.499,4.262,506.5027,0,399,-312,2005AJ....129.1483L,58.81782292,,,,,,,,
